"VETTA Губки для удаления накипи и ржавчины, меламин, 2 шт, 10х7х3см",97
"Набор губок кухонных 4шт, махровых, поролон, 8х12 см, 4 цвета, VETTA",97
"BY Герои Пакеты для замораживания 30шт, 25x40см, 18мкм, перфорированные, в рулоне",97
"РЫЖИЙ Губки для посуды 5шт, 9,5х6,5х3,5см, крупнопористый поролон",88
"Набор губок для мытья посуды, 5 шт, 10,7 x6,5x3,5 см, коралл",83
"Щетка для одежды черно-белый ворс, ПВС, 16x4.5x2см, 715",83
"BY РЫЖИЙ Пленка пищевая ПЭ в пленке, 30см x 20м, 6мкм",83
"SILVER Губка-блеск для обуви с дозатором, силикон/антистатик, 6мл, бесцветный, PS3007-03/2007-03",82
"Набор салфеток многофункциональных, нетканый материал 3шт, 33x38 см, 3 цвета, VETTA",69
"VETTA Набор губок для мытья посуды ПРОФИ эконом, 10шт, 80х60х38мм",69
"Пленка пищевая BY Герои ПЭ в пленке 30см x 20м, особо прочная 8 мкм",69
"FORZA Батарейки 1шт, тип AAA, ""Alkaline"" щелочная, отрывные, цена за 1шт, BL",41
"Губка спираль, нержавеющая сталь, 15 гр, VЕТТА",11
